娄底,0,76,0,76,0,431300
益阳,0,60,0,60,0,430900
衡阳,0,48,0,48,0,430400
永州,0,44,0,44,0,431100
怀化,0,40,0,40,0,431200
郴州,0,39,0,39,0,431000
湘潭,0,36,0,36,0,430300
湘西自治州,0,8,0,8,0,433100
张家界,0,5,0,5,0,430800
境外输入,0,1,0,1,0,0

安徽省,0,991,0,985,6,340000,https://file1.dxycdn.com/2020/0223/734/3398299753820971301-135.json
合肥,0,174,0,173,1,340100
蚌埠,0,160,0,155,5,340300
阜阳,0,155,0,155,0,341200
亳州,0,108,0,108,0,341600
安庆,0,83,0,83,0,340800
六安,0,69,0,69,0,341500
宿州,0,41,0,41,0,341300
马鞍山,0,38,0,38,0,340500
芜湖,0,34,0,34,0,340200
铜陵,0,29,0,29,0,340700
淮北,0,28,0,28,0,340600
淮南,0,27,0,27,0,340400
池州,0,17,0,17,0,341700
滁州,0,13,0,13,0,341100
黄山,0,9,0,9,0,341000
宣城,0,6,0,6,0,341800

黑龙江省,0,947,394,934,13,230000,https://file1.dxycdn.com/2020/0223/643/3398299753820971199-135.json
境外输入,0,386,386,386,0,0
哈尔滨,0,264,8,260,4,230100
双鸭山,0,52,0,49,3,230500
绥化,0,47,0,43,4,231200
鸡西,0,46,0,46,0,230300
齐齐哈尔,0,43,0,42,1,230200
大庆,0,27,0,26,1,230600
牡丹江,0,25,0,25,0,231000
七台河,0,17,0,17,0,230900
佳木斯,0,15,0,15,0,230800
黑河,0,14,0,14,0,231100
鹤岗,0,5,0,5,0,230400
大兴安岭,0,3,0,3,0,232700
待明确,0,2,0,2,0,0
伊春,0,1,0,1,0,230700

江西省,0,932,0,931,1,360000,https://file1.dxycdn.com/2020/0223/161/3398299751673072165-135.json
南昌,0,230,0,230,0,360100
新余,0,129,0,129,0,360500
上饶,0,123,0,123,0,361100
九江,0,116,0,116,0,360400
宜春,0,106,0,106,0,360900
赣州,0,74,0,73,1,360700
抚州,0,72,0,72,0,361000
萍乡,0,33,0,33,0,360300
吉安,0,22,0,22,0,360800
鹰潭,0,18,0,18,0,360600
景德镇,0,6,0,6,0,360200
境外输入,0,2,0,2,0,0
赣江新区,0,1,0,1,0,0

重庆市,0,583,1,577,6,500000,https://file1.dxycdn.com/2020/0223/368/3398299751673487486-135.json
境外输入,1,7,0,6,0,0
万州区,0,118,0,114,4,500101
江北区,0,28,0,28,0,500105
云阳县,0,25,0,25,0,500235
合川区,0,23,0,23,0,500117
綦江区,0,23,0,23,0,500110
长寿区,0,22,0,22,0,500115
奉节县,0,22,0,22,0,500236
九龙坡区,0,21,0,20,1,500107
开州区,0,21,0,20,1,500154
忠县,0,21,0,21,0,500233
渝中区,0,20,0,20,0,500103
垫江县,0,20,0,20,0,500231
潼南区,0,18,0,18,0,500152
渝北区,0,17,0,17,0,500112
两江新区,0,17,0,17,0,-1
南岸区,0,15,0,15,0,500108
石柱县,0,15,0,15,0,500240
大足区,0,14,0,14,0,500111
巫溪县,0,14,0,14,0,500238
铜梁区,0,10,0,10,0,500151
丰都县,0,10,0,10,0,500230
巫山县,0,10,0,10,0,500237
沙坪坝区,0,9,0,9,0,500106
璧山区,0,9,0,9,0,500120
荣昌区,0,9,0,9,0,500153
大渡口区,0,7,0,7,0,500104
巴南区,0,6,0,6,0,500113
涪陵区,0,5,0,5,0,500102
永川区,0,5,0,5,0,500118
江津区,0,4,0,4,0,500116
梁平区,0,4,0,4,0,500155
高新区,0,4,0,4,0,0
黔江区,0,2,0,2,0,500114
城口县,0,2,0,2,0,500229
彭水县,0,2,0,2,0,500243
武隆区,0,1,0,1,0,500156
秀山县,0,1,0,1,0,500241
酉阳县,0,1,0,1,0,0
万盛经开区,0,1,0,1,0,0

河北省,0,349,0,343,6,130000,https://file1.dxycdn.com/2020/0223/473/3398299751673487477-135.json
保定,4,48,0,44,0,130600
廊坊,2,32,0,30,0,131000
沧州,1,49,0,45,3,130900
唐山,0,58,0,57,1,130200
张家口,0,43,0,43,0,130700
邯郸,0,32,0,32,0,130400
石家庄,0,29,0,29,0,130100
邢台,0,23,0,22,1,130500
秦皇岛,0,10,0,9,1,130300
境外输入,0,10,0,10,0,0
衡水,0,8,0,8,0,131100
承德,0,7,0,7,0,130800
待明确,-7,0,0,7,0,0

广西壮族自治区,0,255,0,253,2,450000,https://file1.dxycdn.com/2020/0223/536/3398299758115523880-135.json
南宁,0,55,0,55,0,450100
北海,0,44,0,43,1,450500
桂林,0,32,0,32,0,450300
河池,0,28,0,27,1,451200
柳州,0,24,0,24,0,450200
防城港,0,19,0,19,0,450600
玉林,0,11,0,11,0,450900
来宾,0,11,0,11,0,451300
钦州,0,8,0,8,0,450700
贵港,0,8,0,8,0,450800
梧州,0,5,0,5,0,450400
贺州,0,4,0,4,0,451100
百色,0,3,0,3,0,451000
境外输入,0,3,0,3,0,0

山西省,0,201,64,201,0,140000,https://file1.dxycdn.com/2020/0223/196/3398299755968040081-135.json
境外输入,0,67,64,67,0,0
晋中,0,37,0,37,0,140700
太原,0,21,0,21,0,140100
运城,0,19,0,19,0,140800
大同,0,12,0,12,0,140200
晋城,0,10,0,10,0,140500
长治,0,8,0,8,0,140400
朔州,0,8,0,8,0,140600
忻州,0,7,0,7,0,140900
吕梁,0,6,0,6,0,141100
阳泉,0,4,0,4,0,140300
临汾,0,2,0,2,0,141000

海南省,0,171,0,165,6,460000,https://file1.dxycdn.com/2020/0223/126/3398299753820555862-135.json
三亚,0,57,0,56,1,460200
海口,0,39,0,39,0,460100
儋州,0,15,0,14,1,460400
万宁,0,13,0,13,0,469006
澄迈,0,9,0,8,1,469023
昌江,0,7,0,7,0,469026
琼海,0,6,0,5,1,469002
临高,0,6,0,6,0,469024
陵水,0,4,0,4,0,469028
定安,0,3,0,2,1,469021
文昌,0,3,0,3,0,469005
东方,0,3,0,2,1,469007
保亭,0,3,0,3,0,469029
乐东,0,2,0,2,0,469027
琼中,0,1,0,1,0,469030

甘肃省,0,167,0,165,2,620000,https://file1.dxycdn.com/2020/0223/559/3398299755968040166-135.json
境外输入,0,75,0,75,0,0
兰州,0,36,0,34,2,620100
天水,0,12,0,12,0,620500
平凉,0,9,0,9,0,620800
定西,0,9,0,9,0,621100
甘南,0,8,0,8,0,623000
白银,0,4,0,4,0,620400
陇南,0,4,0,4,0,621200
庆阳,0,3,0,3,0,621000
临夏,0,3,0,3,0,622900
张掖,0,2,0,2,0,620700
金昌,0,1,0,1,0,620300
省级（湖北输入）,0,1,0,1,0,0

贵州省,0,147,0,145,2,520000,https://file1.dxycdn.com/2020/0223/148/3398299753820971243-135.json
贵阳,0,36,0,35,1,520100
遵义,0,32,0,32,0,520300
毕节,0,23,0,23,0,520500
黔南州,0,17,0,17,0,522700
六盘水,0,10,0,9,1,520200
铜仁,0,10,0,10,0,520600
黔东南州,0,10,0,10,0,522600
安顺,0,4,0,4,0,520400
黔西南州,0,4,0,4,0,522300
境外输入,0,1,0,1,0,0

宁夏回族自治区,0,75,0,75,0,640000,https://file1.dxycdn.com/2020/0223/353/3398299755968455019-135.json
银川,0,36,0,36,0,640100
吴忠,0,28,0,28,0,640300
固原,0,5,0,5,0,640400
中卫,0,4,0,4,0,640500
宁东,0,1,0,1,0,0
石嘴山,0,1,0,1,0,640200

澳门,0,46,9,46,0,820000,https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json

青海省,0,18,0,18,0,630000,https://file1.dxycdn.com/2020/0223/581/3398299758115524121-135.json
西宁,0,15,0,15,0,630100
海北州,0,3,0,3,0,632200

西藏自治区,0,1,0,1,0,540000,https://file1.dxycdn.com/2020/0223/353/3398299755968039885-135.json
拉萨,0,1,0,1,0,540100

